    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
1006,CON-001006,35,496,Cancelled,Subscription,Germany,Lower Saxony,60,3.79,8623.83,06-03-2024
1007,CON-001007,31,1511,In Arrears,Lease,Germany,Berlin,120,7.97,19405.6,08-02-2024
1008,CON-001008,41,1517,Active,PPA,Germany,Lower Saxony,120,4.36,17105.61,16-08-2023
1009,CON-001009,13,1533,Completed,Standard Loan,Germany,North Rhine-Westphalia,60,3.8,12384.85,21-06-2023
1010,CON-001010,11,74,Active,Standard Loan,Germany,Baden-Württemberg,120,4,22749.62,12-03-2024
1011,CON-001011,29,1659,Active,PPA,Germany,Hesse,60,7.13,21551.02,10-05-2024
1012,CON-001012,6,453,Active,Standard Loan,Netherlands,South Holland,120,4.48,9570.67,27-04-2023
1013,CON-001013,12,1302,Active,Standard Loan,Germany,Berlin,180,4.94,43888.86,06-07-2023
1014,CON-001014,21,1330,Active,Standard Loan,Germany,Lower Saxony,60,6.33,14723.86,19-05-2024
1015,CON-001015,23,1566,In Arrears,PPA,Germany,North Rhine-Westphalia,120,4.52,28766.54,19-11-2023
1016,CON-001016,41,601,Active,Standard Loan,Germany,Lower Saxony,180,8.1,24260.62,07-04-2023
1017,CON-001017,21,1292,Active,PPA,Germany,Lower Saxony,120,3.82,16900.27,20-03-2024
1018,CON-001018,2,730,Active,PPA,Germany,Berlin,120,5.63,19492.25,21-11-2022
1019,CON-001019,42,1732,Active,Lease,Germany,North Rhine-Westphalia,120,5.84,41815.39,03-12-2023
1020,CON-001020,14,862,Completed,PPA,Germany,Baden-Württemberg,240,3.84,34451.4,29-04-2024
1021,CON-001021,35,29,Active,Standard Loan,Germany,Lower Saxony,120,6.84,34185.97,22-05-2023
1022,CON-001022,13,1831,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,180,4.99,38714.85,07-04-2023
1023,CON-001023,33,1805,Active,Standard Loan,Germany,Lower Saxony,84,3.83,25140.17,23-11-2024
1024,CON-001024,22,1063,Cancelled,Standard Loan,Germany,Bavaria,120,5.55,22134.15,23-05-2024
1025,CON-001025,15,934,Completed,Standard Loan,Germany,Berlin,120,4.74,38743.91,30-04-2024
1026,CON-001026,12,39,In Arrears,Standard Loan,Germany,Berlin,180,6.48,29565.97,27-10-2024
1027,CON-001027,1,592,Active,Standard Loan,Germany,Bavaria,84,5.65,44557.67,02-03-2023
1028,CON-001028,24,648,Active,Lease,Germany,Bavaria,180,4.03,23197.45,12-08-2024
1029,CON-001029,35,1374,Cancelled,PPA,Germany,Lower Saxony,60,8.15,42650.97,08-02-2024
1030,CON-001030,12,778,Active,Standard Loan,Germany,Berlin,120,7.92,36861.46,25-10-2024
1031,CON-001031,49,433,Active,Lease,Germany,Hesse,180,6.02,29742.95,03-06-2024
1032,CON-001032,3,521,Active,Standard Loan,Germany,North Rhine-Westphalia,240,8.14,41084.05,07-07-2022
1033,CON-001033,40,349,In Arrears,Standard Loan,Germany,Bavaria,120,7.19,16626.1,03-11-2023
1034,CON-001034,47,1384,Active,Standard Loan,Germany,Baden-Württemberg,180,4.8,9732.43,27-03-2023
1035,CON-001035,6,655,Active,Standard Loan,Netherlands,South Holland,120,3.93,30040.17,05-09-2023
1036,CON-001036,9,409,Active,Lease,Germany,Berlin,180,4.85,14117.93,13-10-2024
1037,CON-001037,27,1592,Active,Standard Loan,Austria,Upper Austria,120,8.22,32800.22,27-07-2024
1038,CON-001038,3,1181,Active,Standard Loan,Germany,North Rhine-Westphalia,120,7.45,37234.31,12-10-2022
1039,CON-001039,3,305,Active,Lease,Germany,North Rhine-Westphalia,84,4.92,41069.22,06-07-2023
1040,CON-001040,18,1313,Active,Standard Loan,Germany,Bavaria,180,5.8,37520.97,30-10-2022
1041,CON-001041,16,1064,Active,Standard Loan,Germany,Berlin,240,7.01,18472.48,23-02-2024
1042,CON-001042,14,127,Active,Standard Loan,Germany,Baden-Württemberg,120,6.06,13612.51,31-03-2022
1043,CON-001043,21,1724,Active,Lease,Germany,Lower Saxony,120,4.72,31321.7,09-08-2024
1044,CON-001044,1,27,Active,Standard Loan,Germany,Bavaria,180,4.83,22804.83,21-08-2024
1045,CON-001045,23,1119,Active,Standard Loan,Germany,North Rhine-Westphalia,120,8.45,35857.13,12-04-2024
1046,CON-001046,35,1398,Defaulted,Subscription,Germany,Lower Saxony,60,8.49,12179.01,21-03-2024
1047,CON-001047,13,100,Active,Standard Loan,Germany,North Rhine-Westphalia,180,4.32,38367.69,03-11-2024
1048,CON-001048,12,101,Active,Standard Loan,Germany,Berlin,180,5.21,44297.47,09-07-2024
1049,CON-001049,30,1868,Active,Subscription,Austria,Vienna,180,7,41670.36,07-02-2023
1050,CON-001050,40,1522,In Arrears,Standard Loan,Germany,Bavaria,84,3.99,19761.7,30-07-2023
1051,CON-001051,15,1664,Defaulted,Subscription,Germany,Berlin,120,7.73,25391.71,28-07-2024
1052,CON-001052,5,185,Active,Subscription,Austria,Vienna,120,6.19,35861.3,09-07-2024
1053,CON-001053,38,1688,Active,PPA,Netherlands,North Holland,180,4.23,18045.45,03-12-2023
1054,CON-001054,6,818,Active,Lease,Netherlands,South Holland,180,8.1,31183.83,24-01-2024
1055,CON-001055,30,1357,Active,Lease,Austria,Vienna,180,6.41,33769.73,13-11-2022
1056,CON-001056,31,167,Active,Standard Loan,Germany,Berlin,120,6.44,44219.16,03-02-2023
1057,CON-001057,8,945,Active,Standard Loan,Germany,Berlin,60,6.94,25677,04-02-2023
1058,CON-001058,37,939,Active,PPA,Netherlands,North Holland,120,5.61,34943.31,23-08-2023
1059,CON-001059,30,1993,Active,Standard Loan,Austria,Vienna,120,5.55,34246.2,09-05-2023
1060,CON-001060,21,1360,Completed,Standard Loan,Germany,Lower Saxony,60,3.62,32274.37,14-10-2024
1061,CON-001061,49,1419,Completed,Lease,Germany,Hesse,120,5.38,21876.65,04-07-2022
1062,CON-001062,30,1128,Active,PPA,Austria,Vienna,120,5.13,24124.75,26-07-2023
1063,CON-001063,47,827,Active,Standard Loan,Germany,Baden-Württemberg,120,5.72,27888.16,30-01-2024
1064,CON-001064,48,397,Active,PPA,Germany,Lower Saxony,84,6.03,30518.6,13-03-2023
1065,CON-001065,14,1564,Active,Lease,Germany,Baden-Württemberg,180,7.77,14820.04,30-03-2023
1066,CON-001066,4,2,In Arrears,Standard Loan,Germany,Hesse,180,5.24,42238.03,25-08-2023
1067,CON-001067,43,106,Defaulted,Lease,Netherlands,North Brabant,120,8.32,37533.1,14-08-2022
1068,CON-001068,25,1378,Cancelled,Standard Loan,Germany,Hesse,120,3.84,9026.71,13-04-2024
1069,CON-001069,50,423,Active,Standard Loan,Austria,Styria,120,8.28,27736.13,07-11-2024
1070,CON-001070,4,1654,Active,Subscription,Germany,Hesse,60,5.87,27102,19-03-2024
1071,CON-001071,8,1737,Cancelled,PPA,Germany,Berlin,120,7.91,21259.5,28-01-2023
1072,CON-001072,47,544,Active,PPA,Germany,Baden-Württemberg,240,5.54,17735.52,10-06-2023
1073,CON-001073,5,657,Active,Standard Loan,Austria,Vienna,60,6.14,16465.88,08-01-2023
1074,CON-001074,18,887,Active,PPA,Germany,Bavaria,180,6.16,25064.56,12-08-2023
1075,CON-001075,9,1690,Active,Standard Loan,Germany,Berlin,84,4.14,32854.72,02-05-2024
1076,CON-001076,13,1763,Active,Standard Loan,Germany,North Rhine-Westphalia,60,6.88,23881.78,29-11-2023
1077,CON-001077,36,1297,Active,Standard Loan,Austria,Styria,180,7.73,10838.04,11-02-2024
1078,CON-001078,47,1239,Active,Lease,Germany,Baden-Württemberg,180,6.57,35249.72,11-11-2023
1079,CON-001079,42,1839,Active,Lease,Germany,North Rhine-Westphalia,240,5.49,15632.36,02-07-2023
1080,CON-001080,9,1901,Active,Standard Loan,Germany,Berlin,180,6.28,22041.76,07-06-2023
1081,CON-001081,25,187,In Arrears,PPA,Germany,Hesse,120,7.51,10489.05,23-12-2023
1082,CON-001082,13,554,Active,Lease,Germany,North Rhine-Westphalia,60,6.54,37334.57,15-09-2023
1083,CON-001083,27,243,Active,Subscription,Austria,Upper Austria,180,5.16,16492.18,18-03-2024
1084,CON-001084,37,813,Active,Standard Loan,Netherlands,North Holland,120,7.08,22664.54,26-09-2023
1085,CON-001085,46,1611,Active,Standard Loan,Netherlands,North Holland,240,4.89,17412.55,03-11-2023
1086,CON-001086,4,245,Active,Standard Loan,Germany,Hesse,180,6.94,25579.12,17-03-2024
1087,CON-001087,41,592,Active,Standard Loan,Germany,Lower Saxony,180,7.28,37616.76,16-08-2024
1088,CON-001088,33,751,Active,Standard Loan,Germany,Lower Saxony,240,6.06,17451.9,20-05-2024
1089,CON-001089,35,1339,Active,Subscription,Germany,Lower Saxony,120,4.28,40808.82,09-11-2024
1090,CON-001090,17,1061,Active,PPA,Germany,North Rhine-Westphalia,180,4.02,39070.59,21-07-2022
1091,CON-001091,44,215,Cancelled,PPA,Germany,Hesse,180,5.41,17347.43,18-12-2023
1092,CON-001092,36,1189,Active,Standard Loan,Austria,Styria,120,4.69,37316.9,20-02-2024
1093,CON-001093,35,1370,Active,Subscription,Germany,Lower Saxony,120,7.58,42916.95,18-06-2023
1094,CON-001094,29,308,Active,Standard Loan,Germany,Hesse,180,6.29,15847.37,17-01-2023
1095,CON-001095,10,64,Active,Standard Loan,Germany,Lower Saxony,60,6.96,22279.77,07-08-2022
1096,CON-001096,46,728,Active,Lease,Netherlands,North Holland,120,7.84,42023.36,22-08-2024
1097,CON-001097,7,476,Active,Lease,Germany,Bavaria,84,5.42,11438.8,30-08-2023
1098,CON-001098,46,1853,Active,Standard Loan,Netherlands,North Holland,180,6.71,11146.94,07-10-2023
1099,CON-001099,26,143,Completed,Lease,Germany,Berlin,180,4.47,19445.21,24-05-2024
1100,CON-001100,43,340,Active,PPA,Netherlands,North Brabant,60,7.17,44799.65,16-04-2022
1101,CON-001101,47,381,Active,Standard Loan,Germany,Baden-Württemberg,240,8.26,29768.07,04-11-2023
1102,CON-001102,36,978,Cancelled,Standard Loan,Austria,Styria,120,4.84,10731.55,05-11-2024
1103,CON-001103,21,1854,In Arrears,Standard Loan,Germany,Lower Saxony,180,7.96,42876.06,26-03-2024
1104,CON-001104,24,547,Completed,Standard Loan,Germany,Bavaria,180,8.11,29884.81,20-03-2024
1105,CON-001105,29,711,Active,Standard Loan,Germany,Hesse,180,5.65,28284.69,25-06-2024
1106,CON-001106,30,489,Active,Standard Loan,Austria,Vienna,120,5.44,24987.19,30-11-2023
1107,CON-001107,23,806,Active,PPA,Germany,North Rhine-Westphalia,84,6.15,33238.74,04-10-2024
1108,CON-001108,5,493,In Arrears,PPA,Austria,Vienna,120,4.4,24780.77,23-10-2024
1109,CON-001109,2,623,Active,Subscription,Germany,Berlin,60,3.93,23969.68,01-07-2022
1110,CON-001110,29,649,Completed,PPA,Germany,Hesse,120,5.01,10910.39,07-06-2023
1111,CON-001111,49,169,In Arrears,Standard Loan,Germany,Hesse,240,7.42,21364.66,06-10-2022
1112,CON-001112,26,1771,Active,PPA,Germany,Berlin,180,4.19,18981.52,08-02-2023
1113,CON-001113,6,1346,Active,Standard Loan,Netherlands,South Holland,84,3.96,34372.49,10-09-2024
1114,CON-001114,9,1030,Defaulted,Subscription,Germany,Berlin,120,6.44,24623.33,25-03-2024
1115,CON-001115,14,1325,Active,Standard Loan,Germany,Baden-Württemberg,240,4.03,28481.43,02-12-2022
1116,CON-001116,43,1792,Active,PPA,Netherlands,North Brabant,180,4.13,39262.11,31-05-2023
1117,CON-001117,21,615,Cancelled,PPA,Germany,Lower Saxony,60,7.17,10344.67,29-11-2024
1118,CON-001118,21,1957,Completed,Subscription,Germany,Lower Saxony,84,7.64,18302.51,01-10-2024
1119,CON-001119,27,886,Cancelled,Standard Loan,Austria,Upper Austria,120,7.11,37139.26,04-03-2024
1120,CON-001120,29,1487,Active,Standard Loan,Germany,Hesse,84,6.94,34531.84,10-05-2024
1121,CON-001121,21,1739,Cancelled,Lease,Germany,Lower Saxony,60,3.83,37093.14,18-08-2024
1122,CON-001122,40,1771,Completed,PPA,Germany,Bavaria,120,8.37,30585.48,02-03-2023
1123,CON-001123,6,507,In Arrears,Standard Loan,Netherlands,South Holland,120,5.64,35658.67,23-05-2023
1124,CON-001124,42,1909,Completed,Lease,Germany,North Rhine-Westphalia,180,4.18,9622.46,03-06-2022
1125,CON-001125,36,354,Active,Lease,Austria,Styria,120,7,44555.05,02-08-2024
1126,CON-001126,42,470,Active,Standard Loan,Germany,North Rhine-Westphalia,180,4.64,31896.81,11-03-2023
1127,CON-001127,30,423,In Arrears,PPA,Austria,Vienna,120,4.16,17512.36,29-07-2024
1128,CON-001128,21,1215,Active,Standard Loan,Germany,Lower Saxony,240,8.39,15480.83,29-10-2024
1129,CON-001129,41,1231,Active,Lease,Germany,Lower Saxony,120,3.73,21016.42,04-12-2022
1130,CON-001130,12,854,Active,Standard Loan,Germany,Berlin,180,4.57,40621,09-09-2024
1131,CON-001131,40,368,Active,Lease,Germany,Bavaria,180,4.26,27607.77,15-10-2023
1132,CON-001132,3,954,Active,Lease,Germany,North Rhine-Westphalia,120,4.6,34556.67,16-03-2023
1133,CON-001133,11,1523,Completed,Lease,Germany,Baden-Württemberg,120,4.64,42082.08,15-07-2023
1134,CON-001134,43,1426,Completed,Subscription,Netherlands,North Brabant,120,5.15,9963.7,31-07-2022
1135,CON-001135,37,699,Active,Standard Loan,Netherlands,North Holland,180,5.26,21476.22,13-09-2024
1136,CON-001136,42,495,Active,Lease,Germany,North Rhine-Westphalia,240,8.01,20008.44,15-10-2023
1137,CON-001137,17,1384,Active,Lease,Germany,North Rhine-Westphalia,84,4.67,43188.55,11-11-2023
1138,CON-001138,21,1251,Active,Lease,Germany,Lower Saxony,84,7.53,34053.91,18-02-2024
1139,CON-001139,10,578,Cancelled,Lease,Germany,Lower Saxony,180,5.35,16650.89,24-09-2023
1140,CON-001140,6,1639,Completed,Subscription,Netherlands,South Holland,180,6.83,14742.91,24-02-2023
1141,CON-001141,20,1454,Cancelled,Standard Loan,Austria,Styria,84,5.59,38060.87,21-08-2022
1142,CON-001142,12,888,Active,Standard Loan,Germany,Berlin,240,5.24,37524.06,22-11-2023
1143,CON-001143,45,151,Completed,Lease,Germany,North Rhine-Westphalia,120,8.28,26215.57,24-09-2023
1144,CON-001144,43,767,Active,Subscription,Netherlands,North Brabant,60,5.27,35497.05,26-09-2023
1145,CON-001145,36,1803,Active,Subscription,Austria,Styria,60,5.46,43423.53,23-12-2023
1146,CON-001146,41,1248,Defaulted,PPA,Germany,Lower Saxony,180,4.09,18265.06,04-10-2024
1147,CON-001147,23,1009,In Arrears,Subscription,Germany,North Rhine-Westphalia,60,6.21,31193.86,21-12-2023
1148,CON-001148,18,1656,Active,Standard Loan,Germany,Bavaria,240,5.3,36118.71,07-01-2023
1149,CON-001149,31,1906,Active,Subscription,Germany,Berlin,120,3.67,23079.61,08-11-2023
1150,CON-001150,1,137,Active,Lease,Germany,Bavaria,120,8.07,38497.17,10-01-2024
1151,CON-001151,37,1498,Active,Standard Loan,Netherlands,North Holland,180,7.98,44856.29,27-07-2023
1152,CON-001152,45,1495,Active,Standard Loan,Germany,North Rhine-Westphalia,120,4.94,29498.97,17-01-2023
1153,CON-001153,1,1622,In Arrears,Standard Loan,Germany,Bavaria,180,7.73,20364.45,26-06-2023
1154,CON-001154,19,631,Active,Standard Loan,Germany,Hesse,84,5.4,17438.84,02-11-2023
1155,CON-001155,30,1944,Completed,Standard Loan,Austria,Vienna,180,6.81,29189.24,05-05-2022
1156,CON-001156,12,808,Active,PPA,Germany,Berlin,60,7.19,9182.09,24-08-2023
1157,CON-001157,22,1610,Active,Standard Loan,Germany,Bavaria,84,6.69,43485.78,16-04-2023
1158,CON-001158,1,1096,Cancelled,Standard Loan,Germany,Bavaria,60,5.46,16137.93,02-10-2022
1159,CON-001159,36,733,Active,Standard Loan,Austria,Styria,120,7.88,28815.19,19-07-2024
1160,CON-001160,31,1803,Active,Standard Loan,Germany,Berlin,120,6.47,23669.42,27-04-2023
1161,CON-001161,49,1137,Active,Standard Loan,Germany,Hesse,180,4.4,8313.44,03-04-2024
1162,CON-001162,10,589,Active,PPA,Germany,Lower Saxony,180,6.97,12665.05,22-11-2023
1163,CON-001163,43,36,Active,PPA,Netherlands,North Brabant,120,4.4,23963.62,19-04-2024
1164,CON-001164,38,21,Active,Standard Loan,Netherlands,North Holland,240,6.12,12606.24,14-08-2023
1165,CON-001165,20,1455,Active,Lease,Austria,Styria,180,6.02,15823.13,27-11-2022
1166,CON-001166,17,1804,Active,PPA,Germany,North Rhine-Westphalia,240,4.34,33557.08,11-02-2024
1167,CON-001167,41,1095,Active,Lease,Germany,Lower Saxony,120,7.54,30343.33,02-03-2024
1168,CON-001168,21,1595,Active,Standard Loan,Germany,Lower Saxony,240,5.9,14378,26-10-2024
1169,CON-001169,45,1290,Completed,Standard Loan,Germany,North Rhine-Westphalia,60,6.07,14220.49,06-05-2024
1170,CON-001170,4,444,In Arrears,Standard Loan,Germany,Hesse,120,4.14,42284.99,07-06-2024
1171,CON-001171,48,1132,Active,Lease,Germany,Lower Saxony,120,5.94,18314.16,28-10-2022
1172,CON-001172,29,1071,Active,Lease,Germany,Hesse,240,8.28,29359.15,02-02-2024
1173,CON-001173,36,489,Active,Lease,Austria,Styria,84,6.67,44210.99,05-12-2023
1174,CON-001174,9,1239,Defaulted,Standard Loan,Germany,Berlin,180,5.99,39468,05-04-2023
1175,CON-001175,37,1510,Active,Standard Loan,Netherlands,North Holland,120,5.59,40794.43,23-10-2023
1176,CON-001176,1,184,Completed,Standard Loan,Germany,Bavaria,120,7.47,16539.94,02-08-2022
1177,CON-001177,19,1106,Active,Subscription,Germany,Hesse,180,4.62,36412.49,21-09-2022
1178,CON-001178,6,699,Active,Lease,Netherlands,South Holland,120,5.39,30500.38,10-05-2023
1179,CON-001179,29,933,Completed,Standard Loan,Germany,Hesse,120,7.71,35449.34,27-12-2022
1180,CON-001180,21,197,Active,Standard Loan,Germany,Lower Saxony,60,7.84,42738.78,25-11-2024
1181,CON-001181,4,119,In Arrears,PPA,Germany,Hesse,240,5.59,43879.36,29-09-2023
1182,CON-001182,3,975,Active,Standard Loan,Germany,North Rhine-Westphalia,240,3.92,26949.36,29-04-2024
1183,CON-001183,16,1646,In Arrears,Standard Loan,Germany,Berlin,180,5,9338.58,03-08-2024
1184,CON-001184,11,1819,Active,Standard Loan,Germany,Baden-Württemberg,180,6.34,20720.23,27-07-2023
1185,CON-001185,10,1626,Active,Standard Loan,Germany,Lower Saxony,84,7.91,12346.43,03-09-2023
1186,CON-001186,12,1846,Active,Standard Loan,Germany,Berlin,240,7.19,42811.02,06-10-2023
1187,CON-001187,36,657,Active,Subscription,Austria,Styria,180,6.68,43333.51,18-08-2024
1188,CON-001188,48,1799,Active,Lease,Germany,Lower Saxony,180,5.54,31660.39,25-08-2024
1189,CON-001189,31,1911,Active,Subscription,Germany,Berlin,84,5.19,16858.61,16-06-2023
1190,CON-001190,50,1739,Active,Standard Loan,Austria,Styria,180,6.83,21492.81,27-12-2022
1191,CON-001191,48,581,Completed,Lease,Germany,Lower Saxony,180,4.7,10911.37,03-09-2022
1192,CON-001192,21,874,Cancelled,Lease,Germany,Lower Saxony,120,5.83,34927.28,24-06-2024
1193,CON-001193,14,206,Active,Subscription,Germany,Baden-Württemberg,120,7.06,34660.42,12-06-2023
1194,CON-001194,47,1463,Active,PPA,Germany,Baden-Württemberg,120,4.7,21716.6,15-08-2023
1195,CON-001195,21,1655,Cancelled,Standard Loan,Germany,Lower Saxony,120,7.53,23943.6,23-10-2024
1196,CON-001196,10,1361,Cancelled,Subscription,Germany,Lower Saxony,120,8.04,29189.4,27-08-2022
1197,CON-001197,16,1334,Active,Standard Loan,Germany,Berlin,84,5.5,13276.03,29-05-2023
1198,CON-001198,16,334,In Arrears,Standard Loan,Germany,Berlin,180,4.7,24768.41,07-10-2022
1199,CON-001199,21,1918,Active,Subscription,Germany,Lower Saxony,120,5.42,42525.63,09-04-2024
1200,CON-001200,49,1191,Active,PPA,Germany,Hesse,84,7.46,13824.29,04-01-2024
1201,CON-001201,45,137,Completed,Standard Loan,Germany,North Rhine-Westphalia,60,6.33,16140.4,09-10-2024
1202,CON-001202,49,1242,Active,Lease,Germany,Hesse,60,6.73,35042.21,04-06-2022
1203,CON-001203,19,208,Active,Standard Loan,Germany,Hesse,60,7.15,24525.46,16-10-2022
1204,CON-001204,11,1591,Completed,Standard Loan,Germany,Baden-Württemberg,120,7.98,24018.99,18-11-2024
1205,CON-001205,43,299,Completed,Subscription,Netherlands,North Brabant,120,4.06,15177.84,05-02-2024
1206,CON-001206,36,53,Active,Standard Loan,Austria,Styria,180,7.88,38353.16,26-06-2024
1207,CON-001207,31,885,Active,PPA,Germany,Berlin,120,4.47,8126,30-09-2023
1208,CON-001208,47,980,Active,Subscription,Germany,Baden-Württemberg,180,7.57,42499.87,23-01-2024
1209,CON-001209,21,1302,Active,Standard Loan,Germany,Lower Saxony,60,8.1,25902.26,03-03-2024
1210,CON-001210,10,422,Active,Standard Loan,Germany,Lower Saxony,84,3.63,19141.58,20-02-2023
1211,CON-001211,47,286,Active,Standard Loan,Germany,Baden-Württemberg,180,6.97,26291.95,17-07-2024
1212,CON-001212,7,956,Active,Lease,Germany,Bavaria,120,4.27,36695.92,21-10-2023
1213,CON-001213,33,452,In Arrears,Standard Loan,Germany,Lower Saxony,180,7.42,20726.87,15-11-2024
1214,CON-001214,45,1341,Active,PPA,Germany,North Rhine-Westphalia,240,4.24,13578.72,06-02-2023
1215,CON-001215,12,188,Active,PPA,Germany,Berlin,180,4.37,18631.19,03-11-2024
1216,CON-001216,41,1632,Active,Subscription,Germany,Lower Saxony,84,4.63,23792.39,26-10-2023
1217,CON-001217,24,625,Active,Subscription,Germany,Bavaria,120,5.8,26923.67,28-03-2023
1218,CON-001218,40,286,Active,Standard Loan,Germany,Bavaria,120,3.99,26181.51,27-05-2023
1219,CON-001219,35,130,In Arrears,Lease,Germany,Lower Saxony,180,6.29,28728.16,01-01-2024
1220,CON-001220,49,217,Active,PPA,Germany,Hesse,180,5.67,34175.7,06-08-2024
1221,CON-001221,41,1049,In Arrears,Subscription,Germany,Lower Saxony,120,4.81,13370.5,26-09-2023
1222,CON-001222,49,928,Active,PPA,Germany,Hesse,240,8.1,26809.26,09-10-2022
1223,CON-001223,16,1603,Active,PPA,Germany,Berlin,120,6.85,35400.97,03-06-2023
1224,CON-001224,50,1172,Completed,Lease,Austria,Styria,84,8.29,22986.01,24-12-2022
1225,CON-001225,50,440,Active,PPA,Austria,Styria,60,5.45,38825.3,20-04-2024
1226,CON-001226,13,1240,Active,Standard Loan,Germany,North Rhine-Westphalia,120,4.86,33295.95,25-06-2023
1227,CON-001227,12,1129,Active,Standard Loan,Germany,Berlin,84,6.29,19280.95,05-04-2024
